from	to
1562287_at	SNTG1
1562292_at	ANKRD30B
1562294_x_at	ANKRD30B
1562295_at	ADAMTS9-AS2
1562299_at	TTC6
1562301_at	C8orf34
1562303_at	ZKSCAN3
1562305_x_at	ZKSCAN3
1562308_at	LOC283682
1562309_s_at	PHF21B
1562310_at	BC040311
1562313_at	BCORP1
1562317_at	FAM186A
1562319_at	FAM169B
1562320_at	NAV2-AS5
1562321_at	PDK4
1562326_at	LINC01122
1562329_at	CSMD1
1562330_s_at	CSMD1
1562336_at	CASC2
1562337_at	OR7D2
1562338_at	MARCH1
1562341_at	LOC101927560
1562341_at	LOC101927587
1562348_at	LINC00664
1562349_at	TRAPPC2
1562351_at	LDHAL6CP
1562351_at	LDHAL6CP
1562352_at	LOC101928583
1562353_x_at	LOC101928583
1562364_at	GVINP1
1562365_at	LOC286177
1562367_at	C15orf54
1562368_at	CARD11
1562371_s_at	VWA3B
1562372_at	SV2C
1562378_s_at	PROM2
1562381_at	HLA-F-AS1
1562383_at	MIR4313
1562386_s_at	ZNF501
1562387_at	C5orf42
1562388_at	LOC285819
1562389_at	LOC101927359
1562391_at	B3GALNT2
1562392_at	MRPL23
1562400_at	LOC283112
1562403_a_at	SLC8A3
1562408_at	CTD-2008P7.1
1562409_s_at	CTD-2008P7.1
1562411_at	MYLK3
1562413_at	LINC00167
1562414_at	LOC100509814
1562415_a_at	SPOCD1
1562418_at	AP001604.3
1562418_at	BC043580
1562424_at	LOC285889
1562425_at	STK24
1562426_a_at	STK24
1562428_at	LOC654780
1562433_at	LINC01181
1562434_at	UNK
1562436_at	CARS-AS1
1562439_at	BC036778
1562439_at	NCOA3
1562440_at	MAP3K13
1562442_a_at	SSBP1
1562443_at	CLVS2
1562446_at	ZNF391
1562447_a_at	PPP1R26-AS1
1562449_s_at	LARGE-AS1
1562455_at	LOC101929586
1562457_at	NCKAP5L
1562458_at	UBE2W
1562460_at	CNDP2
1562462_at	DNAH10
1562463_at	LOC101929260
1562469_at	CASC15
1562470_at	TCEANC2
1562472_at	AX746830
1562474_at	LOC101929147
1562475_at	TEX41
1562477_at	EBF2
1562478_at	LINC00659
1562480_at	RP11-475A13.2
1562484_at	C17orf104
1562487_at	LOC101927623
1562488_at	PIEZO2
1562490_at	THEM5
1562491_at	LOC101928622
1562492_at	LOC340090
1562495_at	ANKFY1
1562496_at	LOC339539
1562501_at	LOC255177
1562509_at	TMEM108-AS1
1562510_at	LINC01343
1562511_at	LYST
1562512_at	SMPDL3A
1562514_at	RP11-201A3.1
1562516_at	WDR60
1562520_at	LOC101929473
1562523_at	LOC101927641
1562524_at	LOC101929196
1562527_at	LOC441666
1562537_at	FCER1A
1562540_at	LOC339978
1562543_at	LOC101927660
1562546_at	LOC101930657
1562549_at	LINC01271
1562557_at	LOC101928144
1562558_at	LOC440704
1562559_at	C9orf89
1562562_at	ANKUB1
1562563_at	HCN1
1562566_at	TRAF3IP2-AS1
1562568_at	LOC400541
1562573_at	CYP17A1
1562581_at	LOC254028
1562582_at	AK054988
1562583_s_at	AK054988
1562583_s_at	TPTE2P1
1562583_s_at	TPTE2P1
1562585_at	LOC284263
1562586_at	RP13-379O24.2
1562587_at	CLNK
1562589_at	LOC101928460
1562590_at	PRTG
1562591_a_at	OFCC1
1562595_at	LOC101928314
1562597_at	LOC101929505
1562598_at	DLG5-AS1
1562601_at	LINC01121
1562603_at	RAD51L3-RFFL
1562603_at	RFFL
1562604_at	LOC101927043
1562606_a_at	LOC440028
1562610_at	AC004538.3
1562610_at	BC040327
1562616_at	RP11-809F4.3
1562617_at	LOC340074
1562619_at	NME9
1562621_at	LOC101927040
1562623_at	LOC146513
1562625_at	FRYL
1562627_at	LOC100130078
1562628_at	KRT40
1562629_a_at	KRT40
1562630_at	LOC101928651
1562631_at	TEX26-AS1
1562632_at	LOC285191
1562633_at	RMST
1562634_at	LOC101927869
1562637_at	SAMD12
1562638_at	LOC339874
1562639_at	KIF6
1562640_at	HOXA-AS2
1562641_at	FAM122C
1562643_at	LOC101929279
1562644_at	MTHFD2L
1562645_at	LOC401176
1562648_at	CCDC88A
1562650_at	FRYL
1562651_at	ZSCAN1
1562653_at	LOC101929413
1562655_at	LOC101927447
1562657_a_at	C10orf90
1562659_at	LOC400548
1562661_at	AX746690
1562661_at	RP4-564F22.5
1562664_at	LOC286009
1562665_at	RP1-142L7.9
1562670_at	AK093301
1562670_at	RP11-862G15.1
1562671_s_at	AK093301
1562671_s_at	RP11-862G15.1
1562674_at	LOC101929325
1562675_at	C1orf86
1562681_at	KRTAP5-AS1
1562682_at	LOC101928784
1562683_a_at	LINC01097
1562684_at	RP11-342L8.2
1562688_at	DQ582785
1562689_at	LOC151484
1562690_at	LOC101929319
1562691_at	FGF10-AS1
1562693_at	AK097836
1562693_at	RP5-971N18.3
1562694_at	C3orf65
1562695_at	FOXN4
1562696_at	FAM155A-IT1
1562697_at	LOC339988
1562698_x_at	LOC339988
1562699_at	LOC101928847
1562701_at	CTD-2297D10.2
1562703_at	LINC00964
1562710_at	LOC101928553
1562712_at	LOC101927933
1562712_at	LRRC8C
1562713_a_at	NETO1
1562716_at	LOC284632
1562717_at	LINC00299
1562718_at	AP000253.1
1562719_at	LOC101928476
1562720_at	LOC101927286
1562722_at	PRR20A
1562722_at	PRR20B
1562722_at	PRR20C
1562722_at	PRR20D
1562722_at	PRR20E
1562724_at	LOC286114
1562728_at	CTC-360P9.3
1562729_at	RP11-893F2.14
1562730_a_at	RP11-893F2.14
1562731_s_at	MDS2
1562732_at	TMEM232
1562733_at	LINC00092
1562736_at	LHX9
1562737_at	BC041448
1562737_at	RP11-422J15.1
1562738_a_at	USP3-AS1
1562739_at	LOC285593
1562740_at	DNAJB8-AS1
1562741_at	UBXN4
1562742_at	LINC01362
1562743_at	ZNF33B
1562743_at	ZNF33B
1562745_at	RP11-804H8.6
1562747_at	LOC101928101
1562748_at	LOC253044
1562749_at	LOC644090
1562750_at	RP11-546O6.4
1562751_at	RP1-58B11.1
1562753_at	ST6GALNAC5
1562754_at	RP11-381P6.1
1562759_at	LOC101927044
1562760_at	LOC101929288
1562761_at	NMRK1
1562762_at	C3orf56
1562764_at	RP11-13K12.5
1562765_at	WWTR1-AS1
1562770_at	SPATA13
1562772_a_at	DAND5
1562775_at	NUDT12
1562776_at	LOC339807
1562777_at	ERV3-1
1562778_at	FAM166A
1562783_at	LOC100128840
1562785_at	LOC101929118
1562786_at	LOC101928886
1562788_at	LINC01342
1562789_at	ZNF229
1562790_at	NCALD
1562791_at	MYCBPAP
1562792_at	LOC101927157
1562799_at	LOC100130285
1562801_at	LOC101927379
1562802_at	LINC00210
1562803_at	LRRC37A5P
1562805_at	TLR8-AS1
1562810_at	AC003986.5
1562810_at	BC043576
1562811_at	CTD-2194D22.4
1562812_at	ZNF32-AS3
1562815_at	EFCAB6
1562818_at	NMNAT2
1562821_a_at	DSCAM-AS1
1562822_at	LOC101928389
1562823_at	ROR1-AS1
1562825_at	CEACAMP3
1562825_at	CEACAMP3
1562826_at	LOC101927049
1562827_at	DIO2-AS1
1562829_at	LOC339568
1562830_at	METTL15
1562831_a_at	WDR11-AS1
1562832_at	C3orf65
1562836_at	DDX6
1562839_at	LINC00894
1562841_at	LOC339666
1562844_at	LINC01115
1562845_at	EP400NL
1562847_at	LOC101929297
1562848_at	IST1
1562850_at	LOC101928283
1562854_at	BC041451
1562854_at	RP1-206D15.3
1562857_at	LOC101928417
1562860_at	LOC101928271
1562861_at	LINC01231
1562862_at	RP3-388M5.9
1562864_at	LOC101929239
1562866_at	RP11-184E9.2
1562869_at	LOC101929406
1562870_at	LOC101929517
1562871_at	AOX2P
1562873_at	LOC101928818
1562873_at	PWRN1
1562876_s_at	MIR4435-1HG
1562876_s_at	RP11-181E10.3
1562878_at	LOC102723704
1562880_at	LOC100288238
1562885_at	LOC101929002
1562888_at	GLB1L3
1562892_at	CHCHD5
1562893_at	LOC101927657
1562895_at	LOC101927502
1562896_at	TNRC18
1562901_at	LINC01197
1562902_at	LOC101927723
1562903_at	FAM86B3P
1562904_s_at	FAM86B3P
1562906_at	FAM170A
1562908_at	LOC339468
1562909_at	LINC00862
1562910_at	SH3PXD2B
1562914_a_at	LINC00905
1562915_at	LOC101927513
1562916_at	LINC00102
1562919_at	FAM45A
1562920_at	LOC441086
1562921_at	EP300-AS1
1562922_at	LOC101929133
1562923_at	LOC101928449
1562924_at	LOC340357
1562925_at	LOC101927648
1562927_at	RP11-152L20.3
1562930_at	SRRM2-AS1
1562934_at	LOC101927460
1562938_at	FAHD2CP
1562939_at	LRRC16A
1562942_at	LOC101929949
1562943_at	MACROD2-AS1
1562944_at	LOC101928160
1562944_at	ZNF707
1562949_at	LINC00358
1562950_at	LOC101927210
1562953_s_at	WDFY3-AS2
1562960_at	KCNQ1-AS1
1562961_at	CTD-2293H3.1
1562965_at	LOC101927095
1562966_at	KIAA1217
1562969_at	DNMBP
1562969_at	LOC101927371
1562972_at	LINC00929
1562973_at	LOC101928201
1562979_at	CTD-2553C6.1
1562981_at	HBB
1562982_at	LINC01448
1562983_at	LOC441025
1562984_at	LOC101928937
1562988_at	ZSCAN30
1562990_at	LINC00564
1562991_at	ZNF292
1562997_a_at	BC041484
1562997_a_at	RP11-90K6.1
1563002_at	RP11-359K18.3
1563003_at	ITGAX
1563005_at	LOC101929441
1563007_at	LOC101929241
1563008_at	LOC100287877
1563009_at	BC039485
1563009_at	LOC284930
1563010_at	ITGB8
1563013_at	LOC646522
1563014_at	RPS15
1563015_at	LOC101928135
1563018_at	TBX5
1563019_at	LOC101927071
1563022_at	CCDC160
1563027_at	LOC101927406
1563034_at	GPD1
1563035_x_at	GPD1
1563038_at	BC038194
1563038_at	RP11-550P17.5
1563039_at	LARGE-AS1
1563040_s_at	LARGE-AS1
1563042_at	LOC338694
1563043_at	LINC00620
1563044_at	LOC101927865
1563048_at	RP5-1039K5.16
1563051_at	OSBP
1563053_at	LOC729083
1563059_at	LOC340581
1563061_at	BC039487
1563062_at	LINC00460
1563063_at	LINC01049
1563064_at	LOC101927313
1563069_at	AP001605.4
1563070_at	LINC01395
1563071_at	LOC100289061
1563072_at	RP11-171N4.1
1563073_at	LINC01282
1563074_at	LOC255654
1563077_at	LOC100289058
1563078_at	LOC101929460
1563079_at	LOC100289090
1563079_at	RP11-23P13.6
1563082_at	LINC00486
1563083_s_at	LINC00486
1563086_at	LOC101928894
1563088_a_at	LOC284837
1563090_at	CCDC33
1563092_at	RP11-791M20.1
1563097_at	DNAH12
1563098_at	IGFN1
1563099_at	LOC100507053
1563101_at	ARNTL2-AS1
1563103_at	LOC101927049
1563107_at	LOC101927843
1563108_at	ELFN2
1563108_at	RP1-63G5.8
1563111_a_at	PIGX
1563112_at	BC039686
1563113_at	UBR4
1563115_at	BC039673
1563116_at	LOC101927363
1563117_at	LOC388456
1563119_at	HP09025
1563120_at	LOC100129029
1563120_at	LOC100131270
1563121_at	LOC101927650
1563127_at	LINC01428
1563132_at	LINC01169
1563135_at	LOC101927616
1563137_at	MGAT5B
1563142_at	RP11-521D12.1
1563143_at	LOC100507065
1563145_at	LINC00301
1563157_at	BC040624
1563157_at	FOXP1-AS1
1563157_at	FOXP1-AS1
1563160_at	F11
1563162_at	LOC101927508
1563165_at	LOC101928978
1563168_at	NRG1-IT1
1563170_at	LOC101927059
1563171_at	GNA14-AS1
1563174_at	LINC01243
1563178_at	CTD-2130O13.1
1563179_at	RP3-400B16.4
1563181_a_at	BC047942
1563181_a_at	RP11-122K13.14
1563182_at	ACVR1C
1563185_at	LOC101930566
1563185_at	LOC102800447
1563188_at	LOC102723448
1563190_at	BC037214
1563190_at	RP11-58G13.1
1563204_at	ZNF627
1563207_at	C3orf65
1563208_s_at	C3orf65
1563209_a_at	MACROD2
1563219_at	NADK2-AS1
1563221_at	LOC414300
1563222_at	TMBIM4
1563223_a_at	CENPI
1563226_at	SLC38A10
1563228_x_at	SLC38A10
1563229_at	DLEU2
1563229_at	MIR15A
1563235_at	RP11-400N13.1
1563241_at	LOC101927018
1563244_at	RP11-650K20.3
1563245_at	CLYBL-AS2
1563246_at	LINC01432
1563247_at	LOC101927526
1563250_at	LOC101927362
1563252_at	ERBB3
1563253_s_at	ERBB3
1563254_a_at	FAM170B-AS1
1563255_at	FAM170B-AS1
1563260_at	LINC00587
1563263_at	PLCG2
1563265_at	HNF4A-AS1
1563271_at	BC039545
1563271_at	RP11-1008C21.1
1563272_at	TBC1D8B
1563274_at	LOC101929269
1563283_at	LOC101927247
1563287_at	LOC101929019
1563290_at	DNAH3
1563296_at	LINC00572
1563297_s_at	LOC101928907
1563298_at	LOC101927331
1563300_at	LOC101929584
1563302_at	LOC101927534
1563310_a_at	RP11-7F17.4
1563315_s_at	ERICH1
1563316_at	NEGR1-IT1
1563318_s_at	MAGIX
1563321_s_at	MLLT10
1563324_at	LOC100129603
1563327_a_at	CXorf31
1563335_at	IRGM
1563340_at	CTD-3193O13.1
1563341_at	LOC101927783
1563344_at	CTD-2537I9.16
1563346_at	C21orf91-OT1
1563360_at	T-18
1563361_at	RNF216
1563362_at	D21S2090E
1563367_at	MAPT-AS1
1563369_at	LINC00173
1563370_at	LOC101928813
1563371_at	LOC101929167
1563373_at	LINC01220
1563376_at	BC038205
1563385_at	LINC00307
1563389_at	LOC101927761
1563391_at	LOC101927553
1563396_x_at	CTC-384G19.1
1563397_at	AC114752.3
1563405_at	ATP4B
1563407_x_at	ATP4B
1563420_at	XG
1563420_at	XGY2
1563426_a_at	AP001462.6
1563427_at	LOC101928031
1563431_x_at	CTB-12A17.3
1563445_x_at	CTSLP8
1563450_at	DEFB107A
1563450_at	DEFB107B
1563452_at	AVL9
1563454_at	SOX6
1563455_at	SIK3
1563456_at	CCDC141
1563458_at	PARVA
1563462_at	LOC285419
1563465_at	PKD1L1
1563466_at	MYLK
1563471_at	EPG5
1563474_at	METTL20
1563475_s_at	METTL20
1563478_at	KIAA1671
1563483_at	LINC00869
1563484_at	LOC101927766
1563488_at	TMEM132B
1563489_at	LOC285638
1563495_at	SLC9C2
1563496_at	STL
1563497_at	USP25
1563498_s_at	SLC25A45
1563502_at	ZDHHC2
1563505_at	DUSP16
1563511_at	DKFZp451B082
1563512_at	NOS1AP
1563513_at	SYTL4
1563521_at	MOB3B
1563522_at	DDX10
1563524_a_at	ITPK1-AS1
1563528_at	RAPGEF4-AS1
1563529_at	HYDIN
1563529_at	HYDIN2
1563529_at	LOC101930373
1563532_at	HMCN2
1563533_at	GADL1
1563542_a_at	SCML4
1563549_a_at	ANO8
1563559_at	FMN1
1563563_at	CCDC40
1563565_at	INPP5B
1563568_at	LINC00559
1563571_at	CTBP1-AS
1563572_at	LOC152274
1563581_at	RPL34-AS1
1563584_at	PIEZO2
1563586_at	LOC401324
1563587_at	CDH4
1563589_at	LOC340184
1563591_at	LOC100506403
1563591_at	LOC101928269
1563591_at	RUNX1
1563595_at	SRGAP3
1563606_a_at	LOC286359
1563607_x_at	LOC286359
1563608_a_at	KCNT1
1563610_at	LOC157273
1563612_at	AX747250
1563614_at	MTBP
1563620_at	BTRC
1563629_a_at	ERVK13-1
1563632_at	TMEM72-AS1
1563635_at	ITGA9-AS1
1563637_at	LOC729652
1563638_at	TVP23A
1563639_a_at	FHAD1
1563641_a_at	SNX20
1563646_a_at	TMEM67
1563654_at	C8orf66
1563655_at	TNNT2
1563656_at	RP11-263K4.3
1563657_at	PLXND1
1563658_a_at	SYT9
1563659_at	HERC6
1563662_at	LOC285778
1563668_at	MORN1
1563670_at	ZSCAN23
1563671_at	LACE1
1563673_a_at	ALS2CR11
1563674_at	FCRL2
1563677_at	CDON
1563679_at	LINC01104
1563680_at	LOC284950
1563681_at	RP11-108B14.5
1563685_at	LOC285422
1563687_a_at	FRYL
1563691_at	LOC285300
1563696_at	HSD17B4
1563707_at	AL831948
1563707_at	RP1-197B17.3
1563708_at	SFXN5
1563709_at	LOC100127955
1563709_at	LOC100128374
1563720_at	BC043356
1563725_at	ZNF583
1563728_at	LINC00032
1563742_at	LINC00842
1563743_at	C1orf180
1563744_a_at	DISC1
1563745_a_at	ZMIZ1-AS1
1563753_at	BPI
1563753_at	LOC149684
1563754_at	GRIK2
1563770_at	ZBTB8B
1563771_a_at	LOC101929073
1563772_a_at	LAMA3
1563776_at	LOC100507283
1563781_at	LOC101928623
1563781_at	LOC401320
1563783_a_at	ZNF333
1563787_a_at	CAGE1
1563792_at	AMN
1563793_at	LOC100130278
1563794_s_at	IFT122
1563796_s_at	EARS2
1563800_at	LOC100506870
1563800_at	LOC283140
1563801_at	AX746699
1563802_at	LINC01226
1563805_a_at	FAM83C
1563808_at	MCF2L
1563809_a_at	MCF2L
1563814_at	C2orf50
1563816_at	GAB4
1563821_at	LINC00858
1563822_at	LOC100131763
1563827_at	LOC158434
1563830_a_at	FHAD1
1563833_at	INPP4B
1563834_a_at	AKNAD1
1563839_at	TBC1D7
1563842_at	PIGG
1563845_at	FAM153A
1563845_at	FAM153B
1563845_at	LOC100507387
1563849_at	SH2D4B
1563853_at	LOC283045
1563854_s_at	LOC283045
1563860_at	LOC400965
1563862_at	TCEANC
1563863_x_at	TCEANC
1563867_at	LOC283194
1563868_a_at	SPATA31E1
1563872_at	LOC284395
1563874_at	WDR72
1563876_at	C1orf220
1563878_a_at	LOC338963
1563881_at	MAGI1
1563882_a_at	RAPGEF5
1563887_at	INTS4L1
1563894_at	LOC441178
1563897_at	CRABP1
1563898_at	RP11-421F16.3
1563899_at	LCTL
1563900_at	FAM83B
1563904_at	LOC100129620
1563906_at	SOBP
1563907_at	GARNL3
1563913_at	LOC101929717
1563916_at	WDR11-AS1
1563919_a_at	CEP89
1563920_at	FAM45A
1563927_a_at	LOC401463
1563933_a_at	PLD5
1563934_at	AX747444
1563943_at	PPARGC1B
1563945_at	YWHAEP7
1563947_a_at	ERC1
1563961_at	FHAD1
1563969_at	FLJ33360
1563970_at	MRPS27
1563975_at	RNF130
1563978_at	LOC728690
1563983_at	TPT1-AS1
1563993_at	LOC101929268
1563997_at	CEP41
1564000_at	ANKRD31
1564002_a_at	AK9
1564008_at	COL27A1
1564010_at	CAST
1564012_at	LOC100132354
1564015_at	PIEZO2
1564017_at	COL18A1-AS1
1564021_at	LOC100130456
1564022_at	ZNF804B
1564027_a_at	FAM115C
1564027_a_at	FAM115D
1564027_a_at	LOC101928422
1564028_s_at	FAM115C
1564028_s_at	FAM115D
1564028_s_at	LOC101928422
1564029_at	USP49
1564031_a_at	RELL2
1564039_at	ZSCAN23
1564040_a_at	TMEM235
1564044_at	KNCN
1564049_at	LOC339593
1564050_at	LOC100131347
1564051_at	RP11-410D17.2
1564052_at	TREML4
1564053_a_at	YTHDF3
1564056_at	RP11-400N9.1
1564060_at	LINC00934
1564063_a_at	ATP11B
1564064_a_at	ATP11B
1564066_at	TMEM151B
1564067_x_at	TMEM151B
1564069_at	HOTTIP
1564070_s_at	HOTTIP
1564072_at	MYH16
1564075_a_at	C17orf104
1564078_at	LOC101928551
1564083_at	LOC101926975
1564084_at	CAD
1564093_at	NEK1
1564097_at	SUCLG2-AS1
1564109_at	LOC284865
1564112_at	FAM71A
1564112_at	FAM71A
1564112_at	RP11-338C15.5
1564117_at	HMCN2
1564122_at	LINC00514
1564125_at	LOC285857
1564131_a_at	BSN-AS2
1564138_at	FBXW12
1564139_at	A2M-AS1
1564143_at	AX747031
1564148_at	RP11-338I21.1
1564149_at	LOC102723927
1564150_a_at	C12orf79
1564151_at	LOC102724718
1564152_at	FLJ35816
1564157_at	FLJ33544
1564158_a_at	VAC14-AS1
1564160_at	DTHD1
1564164_at	DENND1B
1564165_at	LOC100630923
1564166_s_at	LOC100630923
1564168_a_at	LOC93444
1564169_at	LOC101928519
1564175_at	LINC00960
1564178_at	LINC00841
1564190_x_at	ZNF519
1564193_at	LOC100652824
1564194_a_at	MS4A15
1564198_a_at	C10orf90
1564200_at	LINC00607
1564202_at	LOC100131756
1564203_at	LOC147004
1564204_at	LINC00869
1564207_at	LINC00957
1564208_x_at	LINC00957
1564209_at	LINC00700
1564211_at	C14orf64
1564212_at	LOC101929762
1564220_a_at	LINC01234
1564224_x_at	C1RL-AS1
1564229_at	LOC729173
1564231_at	IFT80
1564232_at	LOC441528
1564233_at	FLJ33534
1564235_at	LOC729866
1564238_a_at	WDR49
1564240_at	LOC100130856
1564240_at	PSPN
1564241_at	ATP1A4
1564242_at	TRPM2-AS
1564244_a_at	LARGE-AS1
1564248_at	AX747826
1564250_at	AX746710
1564251_at	EMID1
1564253_at	LOC285766
1564254_at	KY
1564257_at	ACTA2-AS1
1564262_at	RP11-53A1.2
1564263_at	LINC00330
1564264_at	RP11-65J3.14
1564272_a_at	KLHDC1
1564274_at	C9orf47
1564276_at	C5orf56
1564277_a_at	LOC100133920
1564277_a_at	LOC100996643
1564277_a_at	LOC101928195
1564277_a_at	LOC101929583
1564277_a_at	LOC286297
1564280_x_at	LOC100133920
1564281_at	LINC00491
1564282_a_at	LINC00491
1564285_at	HFM1
1564287_at	LINC00410
1564291_at	RP11-109D24.1
1564295_at	FLJ25917
1564299_at	LOC100127940
1564300_at	IQCF5-AS1
1564301_a_at	RPAIN
1564307_a_at	A2ML1
1564308_a_at	MPP7
1564309_at	LINC00486
1564310_a_at	PARP15
1564314_at	LOC219690
1564315_at	C8orf49
1564318_at	POLR3A
1564319_at	FAM71E2
1564323_at	LOC101928405
1564327_at	FLJ32790
1564331_at	LOC100505555
1564331_at	ZNF846
1564333_a_at	PSAPL1
1564334_at	LINC00304
1564336_at	AC009502.4
1564337_at	LOC101929538
1564338_at	LOC101927257
1564339_a_at	CHRM3
1564344_at	ATP9B
1564351_at	RP11-52A20.2
1564352_at	CECR3
1564356_at	ZNF568
1564357_at	ABHD12B
1564357_at	MIR4454
1564359_a_at	LOC440416
1564360_a_at	LOC440416
1564362_x_at	ZNF843
1564367_at	CXXC1P1
1564371_a_at	CASC2
1564372_s_at	CASC2
1564373_a_at	LOC283887
1564377_at	SHANK2
1564381_s_at	CEBPZOS
1564383_s_at	FLJ35934
1564385_at	LOC219688
1564386_at	TXNDC8
1564387_at	DOPEY1
1564392_at	LINC00320
1564399_a_at	ARMCX4
1564400_at	SMIM21
1564401_at	LOC400748
1564402_at	LOC146795
1564403_at	GVQW1
1564413_at	LINC01356
1564414_a_at	PNLDC1
1564421_at	DLGAP2-AS1
1564423_a_at	SEC16B
1564426_x_at	LOC729732
1564429_at	RP11-629E24.2
1564431_a_at	LCNL1
1564435_a_at	KRT72
1564439_a_at	MRGPRG-AS1
1564443_at	DLEU2
1564444_at	LOC100130264
1564446_at	LOC284930
1564449_at	USP2-AS1
1564459_at	DDC-AS1
1564460_at	LINC01281
1564463_at	KLF13
1564463_at	LOC100499221
1564466_at	SOX9-AS1
1564467_at	FAM161A
1564469_at	LMOD3
1564471_at	LOC100130815
1564473_at	ESCO2
1564474_at	ZBED3-AS1
1564475_s_at	ZBED3-AS1
1564482_at	ATP5O
1564485_at	LINC00887
1564490_at	LINC01165
1564491_at	SPANXA2-OT1
1564494_s_at	P4HB
1564504_at	ASIC5
1564511_a_at	FSTL4
1564514_at	SNRK
1564520_s_at	PRMT5
1564521_x_at	PRMT5
1564525_at	GSN
1564533_at	LOC643711
1564536_at	ASB10
1564537_a_at	ASB10
1564539_at	LOC647323
1564548_at	LOC642620
1564552_at	RP11-678G15.1
1564559_at	LOC728073
1564561_at	LINC01442
1564573_at	IFITM10
1564584_at	LOC100506557
1564590_a_at	OFCC1
1564591_a_at	TMC1
1564595_at	LINC01103
1564598_a_at	VWA3B
1564600_a_at	CCDC36
1564601_at	LINC00221
1564603_at	NUTM1
1564610_at	RP11-1109M24.16
1564621_a_at	MEI1
1564627_at	DNAJC13
1564630_at	EDN1
1564635_a_at	FHAD1
1564637_a_at	FAM98B
1564639_at	LOC100291323
1564640_at	MGA
1564642_at	RUNX1T1
1564651_at	SMIM13
1564653_s_at	LEKR1
1564658_at	NAT16
1564660_at	LOC100131864
1564662_at	ZNF852
1564670_at	RAMP2-AS1
1564674_a_at	CDC20B
1564679_at	ASB15
1564683_at	TBL3
1564684_at	BTN2A2
1564685_a_at	LOC101929239
1564688_a_at	RAD9B
1564691_at	LL0XNC01-116E7.2
1564697_a_at	LINC01144
1564701_at	AC068138.1
1564705_at	GLS2
1564706_s_at	GLS2
1564707_x_at	GLS2
1564709_at	LOC286238
1564713_a_at	FOXN4
1564721_at	LOC101927588
1564729_at	LOC101928666
1564736_a_at	CASP12
1564746_at	SLC9B2
1564749_at	LOC100289045
1564757_a_at	CCDC148
1564758_at	LOC643659
1564760_at	RP11-395N3.1
1564772_at	RP11-31K23.2
1564776_at	RP11-158G18.1
1564777_at	HYALP1
1564783_x_at	OFCC1
1564785_at	C14orf183
1564786_at	LOC338667
1564787_at	ELMOD1
1564787_at	LOC643923
1564790_at	ST7-AS2
1564796_at	EMP1
1564802_at	RP11-388M20.1
1564803_at	KRTAP11-1
1564805_a_at	OFCC1
1564807_at	RP11-504A18.1
1564816_at	C14orf178
1564819_at	RP11-116D17.1
1564823_at	CDC42BPG
1564828_at	KIAA1211
1564836_at	RP11-18F14.4
1564837_at	LOC151760
1564838_a_at	LOC151760
1564855_at	LOC101927079
1564855_at	LOC727924
1564856_s_at	LOC101927079
1564856_s_at	LOC727924
1564868_a_at	FAM117B
1564872_at	AC002064.5
1564876_s_at	FOXP2
1564878_at	LOC101927606
1564881_at	LOC152578
1564883_a_at	TAS1R1
1564887_at	RP11-440L14.3
1564897_at	TNR
1564906_at	MATR3
1564906_at	SNHG4
1564907_s_at	MATR3
1564907_s_at	SNHG4
1564909_at	LOC101928495
1564911_at	SNHG4
1564921_at	KRTAP13-1
1564936_at	RP11-182J23.1
1564940_at	RP11-480D4.6
1564945_at	TBX20
1564960_at	KRTAP7-1
1564962_at	ZNF92
1564963_x_at	ZNF92
1564970_at	SETDB2
1564972_x_at	SETDB2
1564974_at	KRTAP8-1
1564985_a_at	SLC8A1
1565000_a_at	TCP11L2
1565016_at	PRMT1
1565026_a_at	OFCC1
1565027_at	OFCC1
1565034_s_at	AFF3
1565065_at	OFCC1
1565073_at	RP11-118G23.1
1565080_at	SRC
1565082_x_at	SRC
1565111_x_at	OFCC1
1565130_at	MAP3K2
1565131_x_at	MAP3K2
1565132_at	RBMY3AP
1565149_at	DYNC2H1
1565150_at	GDPGP1
1565152_at	RP11-118G23.2
1565162_s_at	MGST1
1565228_s_at	ALB
1565242_at	TNXB
1565254_s_at	ELL
1565265_at	RP11-587D21.4
1565269_s_at	ATF1
1565306_a_at	SLC8A1
1565320_at	RBMY3AP
1565325_at	MATR3
1565325_at	SNHG4
1565329_at	POLE4
1565337_at	DNAH6
1565338_x_at	DNAH6
1565339_at	DNAH10
1565346_a_at	ATP1A4
1565347_s_at	TFE3
1565358_at	RARA
1565389_s_at	GRM5
1565406_a_at	LHX9
1565407_at	LHX9
1565424_at	LINC00529
1565436_s_at	KMT2A
1565446_at	HPRT1
1565454_at	XAGE-4
1565483_at	EGFR
1565484_x_at	EGFR
1565495_at	CYAT1
1565495_at	IGLC1
1565495_at	IGLV1-44
1565525_a_at	TCP11L2
1565527_x_at	TCP11L2
1565537_at	NKX1-1
1565544_at	RNF141
1565546_at	RNF141
1565554_at	LINC00628
1565556_at	LINC00628
1565559_at	MAGIX
1565580_s_at	TATDN2
1565583_at	ZSCAN5A
1565585_at	LOC101928968
1565588_at	SP140L
1565602_at	PCDH9
1565603_at	PWP2
1565604_at	PWP2
1565608_at	LOC100287290
1565611_at	DYNLRB1
1565612_at	DYNLRB1
1565618_at	KIAA1671
1565620_at	AGAP4
1565628_at	LRRK1
1565637_at	PMP22
1565638_at	PMP22
1565639_a_at	PMP22
1565641_at	C16orf45
